Customer ID,PO No.,SO No.,Invoice No.,Part No.,Model No.,Serial No.,Purchase / Ship Date
80001502,PO 00194,SO171677,2017/SGSI000003123,990-005793-30,AT-GS970M/28-30,A10023G173800019,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005793-50,AT-GS970M/28-50,A10023G174200007,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005793-50,AT-GS970M/28-50,A10023G174200030,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005793-50,AT-GS970M/28-50,A10023G174200064,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005793-50,AT-GS970M/28-50,A10023G174200067,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005794-50,"AT-GS970M/28PS-50, 24P,",A10024G173200387,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005794-50,"AT-GS970M/28PS-50, 24P,",A10024G173200811,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005794-50,"AT-GS970M/28PS-50, 24P,",A10024G173200875,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005794-50,"AT-GS970M/28PS-50, 24P,",A10024G173200993,09/11/17
80001502,PO 00194,SO171677,2017/SGSI000003123,990-005793-30,AT-GS970M/28-30,A10023G173800019,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005793-50,AT-GS970M/28-50,A10023G174200007,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005793-50,AT-GS970M/28-50,A10023G174200030,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005793-50,AT-GS970M/28-50,A10023G174200064,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005793-50,AT-GS970M/28-50,A10023G174200067,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005794-50,"AT-GS970M/28PS-50, 24P,",A10024G173200387,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005794-50,"AT-GS970M/28PS-50, 24P,",A10024G173200811,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005794-50,"AT-GS970M/28PS-50, 24P,",A10024G173200875,09/11/17
80001515,IMP62HW,SO171691,2017/SGSI000003102,990-005794-50,"AT-GS970M/28PS-50, 24P,",A10024G173200993,09/11/17
80000343,SPORD-001-0007126,SO171453,2017/SGSI000003057,990-005793-50,AT-GS970M/28-50,A10023G173800023,06/11/17
80001445,PO170181,SO171628,2017/SGSI000003063,990-005106-11,AT-x550-18XSQ-11,A10012A173400030,06/11/17
80001445,PO170181,SO171628,2017/SGSI000003063,990-005106-11,AT-x550-18XSQ-11,A10012A173400036,06/11/17
80000343,SPORD-001-0007126,SO171453,2017/SGSI000003057,990-005793-50,AT-GS970M/28-50,A10023G173800023,06/11/17
80001445,PO170181,SO171628,2017/SGSI000003063,990-005106-11,AT-x550-18XSQ-11,A10012A173400030,06/11/17
80001445,PO170181,SO171628,2017/SGSI000003063,990-005106-11,AT-x550-18XSQ-11,A10012A173400036,06/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000061,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000083,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000086,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000087,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000088,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000589,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000590,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000591,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000592,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000594,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000595,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000596,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000599,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000600,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000603,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000604,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000605,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000607,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000610,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000614,03/11/17
80001474,EXP10068450,SO171279,2017/SGSI000003045,990-005793-40,AT-GS970M/28-40,A10023G173800020,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000061,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000083,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000086,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000087,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000088,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000589,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000590,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000591,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000592,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000594,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000595,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000596,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000599,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000600,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000603,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000604,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000605,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000607,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000610,03/11/17
80001474,EXP10069642,SO171479,2017/SGSI000003047,990-005004-901,AT-2911SX/SC-901,A054124173000614,03/11/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800004,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800009,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800011,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800012,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800013,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800014,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800026,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800030,30/10/17
80001291,PO1708142,SO171381,2017/SGSI000002958,990-004869-005,AT-MMCWLMT-005,CN,30/10/17
80001240,529-A52776-584,SO171096,2017/SGSI000002957,990-004869-005,AT-MMCWLMT-005,CN,30/10/17
80001497,171010,SO171612,2017/SGSI000002975,990-005052-40,AT-FS980M/52-40 48FE+4SF,A05339R164700075,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200168,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200169,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200176,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200177,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200180,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200181,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200340,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200341,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200344,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200345,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R173200057,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R173200058,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R173200074,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800004,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800009,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800011,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800012,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800013,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800014,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800026,30/10/17
80001501,2017/TM/AF/X/107,SO171562,2017/SGSI000002964,990-005793-50,AT-GS970M/28-50,A10023G173800030,30/10/17
80001291,PO1708142,SO171381,2017/SGSI000002958,990-004869-005,AT-MMCWLMT-005,CN,30/10/17
80001240,529-A52776-584,SO171096,2017/SGSI000002957,990-004869-005,AT-MMCWLMT-005,CN,30/10/17
80001497,171010,SO171612,2017/SGSI000002975,990-005052-40,AT-FS980M/52-40 48FE+4SF,A05339R164700075,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200168,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200169,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200176,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200177,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200180,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200181,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200340,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200341,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200344,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R165200345,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R173200057,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R173200058,30/10/17
80001568,FC1710-AT001,SO171630,2017/SGSI000002981,990-005049-50,AT-FS980M/18PS-50,A05336R173200074,30/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100001,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100002,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100003,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100004,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100005,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100006,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100007,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100008,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100009,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100010,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100011,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100012,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100013,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100014,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100015,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100016,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100017,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100018,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100019,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100020,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100021,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100022,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100023,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100024,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100025,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500001,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500002,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500003,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500004,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500005,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500006,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500007,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500008,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500009,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500010,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500011,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500012,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500013,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500014,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500015,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500017,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500018,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500019,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500020,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500021,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500022,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500023,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500024,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500037,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500038,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500039,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500040,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500041,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500042,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500043,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500044,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500045,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500046,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500047,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A052204172500048,27/10/17
80000914,832540,SO171090,2017/SGSI000002943,990-005828-00,AT-MWS1750AP-00,A10030R173300171,26/10/17
80000914,832540,SO171090,2017/SGSI000002943,990-005828-00,AT-MWS1750AP-00,A10030R173300172,26/10/17
80000914,832540,SO171090,2017/SGSI000002943,990-005828-00,AT-MWS1750AP-00,A10030R173300173,26/10/17
80000914,832540,SO171090,2017/SGSI000002943,990-005828-00,AT-MWS1750AP-00,A10030R173300174,26/10/17
80001546,PB-ATI-PO17014,SO171477,2017/SGSI000002943,990-005049-10,AT-FS980M/18PS-10,A05336R165200051,26/10/17
80001546,PB-ATI-PO17014,SO171477,2017/SGSI000002943,990-005049-10,AT-FS980M/18PS-10,A05336R165200052,26/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100001,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100002,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100003,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100004,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100005,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100006,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100007,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100008,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100009,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100010,27/10/17
80000046,3000070995,SO171637,2017/SGSI000002943,990-004841-40,AT-DMC1000/LC-40,A05220G173100011,27/10/17
